chrom	gene	longExonStart	longExonEnd	shortExonStart	shortExonEnd	strand
chr7	TMEM243	87220360	87220587	87220216	87220587	-
chr7	TP53TG1	87345304	87345528	87345042	87345528	-
chr7	TP53TG1	87345233	87345528	87345042	87345528	-
chr7	TP53TG1	87341522	87341684	87341354	87341684	-
chr7	TP53TG1	87345304	87345528	87345233	87345528	-
chr7	AC002456.1	90595732	90595890	90595727	90595890	-
chr7	MTERF1	91880656	91880702	91880642	91880702	-
chr7	MTERF1	91880656	91880702	91880054	91880702	-
chr7	KRIT1	92235533	92236542	92235402	92236542	-
chr7	KRIT1	92245905	92246166	92245789	92246166	-
chr7	LRRD1	92179006	92179531	92178971	92179531	-
chr7	KRIT1	92245464	92246100	92245426	92246100	-
chr7	KRIT1	92245843	92245924	92245789	92245924	-
chr7	KRIT1	92245905	92246166	92245789	92246166	-
chr7	KRIT1	92245821	92245924	92245789	92245924	-
chr7	KRIT1	92245789	92246100	92245464	92246100	-
chr7	KRIT1	92245905	92246166	92245464	92246166	-
chr7	KRIT1	92245789	92245924	92245426	92245924	-
chr7	KRIT1	92245464	92246100	92245426	92246100	-
chr7	KRIT1	92245905	92246166	92245789	92246166	-
chr7	KRIT1	92245843	92245924	92245789	92245924	-
chr7	KRIT1	92245905	92246166	92245843	92246166	-
chr7	KRIT1	92245843	92245924	92245821	92245924	-
chr7	KRIT1	92245905	92246166	92245821	92246166	-
chr7	KRIT1	92245905	92246166	92245843	92246166	-
chr7	KRIT1	92245789	92246100	92245464	92246100	-
chr7	KRIT1	92245843	92246100	92245464	92246100	-
chr7	KRIT1	92245905	92246166	92245464	92246166	-
chr7	KRIT1	92245821	92246100	92245464	92246100	-
chr7	PEX1	92489718	92490246	92489713	92490246	-
chr7	FAM133B	92566013	92566061	92566009	92566061	-
chr7	FAM133B	92589875	92590070	92589859	92590070	-
chr7	SAMD9L	93147087	93147146	93146882	93147146	-
chr7	TFPI2	93889034	93889223	93889016	93889223	-
chr7	SGCE	94588688	94590021	94587777	94590021	-
chr7	SGCE	94597929	94598004	94597748	94598004	-
chr7	SGCE	94597923	94598004	94597748	94598004	-
chr7	SGCE	94622545	94622626	94622515	94622626	-
chr7	SGCE	94622545	94622626	94622515	94622626	-
chr7	SGCE	94597929	94598004	94597923	94598004	-
chr7	PON2	95409953	95410101	95409900	95410101	-
chr7	PON2	95416241	95416297	95416171	95416297	-
chr7	DLX6-AS1	96979489	96979591	96978346	96979591	-
chr7	DLX6-AS1	96979083	96979591	96978346	96979591	-
chr7	DLX6-AS1	97003508	97004317	97003276	97004317	-
chr7	DLX6-AS1	97012180	97012303	97011824	97012303	-
chr7	DLX6-AS1	96979489	96979591	96979083	96979591	-
chr7	ASNS	97872040	97872165	97871718	97872165	-
chr7	ASNS	97871718	97872158	97871680	97872158	-
chr7	TECPR1	98251418	98251548	98251393	98251548	-
chr7	TECPR1	98251900	98252117	98251789	98252117	-
chr7	PTCD1	99438566	99438755	99438550	99438755	-
chr7	PTCD1	99438691	99438798	99438566	99438798	-
chr7	ATP5MF	99466128	99466197	99466110	99466197	-
chr7	ZNF3	100077302	100077839	100077228	100077839	-
chr7	TAF6	100113679	100113769	100113615	100113769	-
chr7	TAF6	100114083	100114558	100114053	100114558	-
chr7	TAF6	100119328	100119372	100119203	100119372	-
chr7	TAF6	100119203	100119372	100118879	100119372	-
chr7	TAF6	100119328	100119364	100118879	100119364	-
chr7	TAF6	100119231	100119372	100119203	100119372	-
chr7	MAP11	100158588	100158723	100158088	100158723	-
chr7	MAP11	100157372	100157459	100157292	100157459	-
chr7	CASTOR3	100213046	100213133	100212952	100213133	-
chr7	PMS2P1	100335837	100336307	100335674	100336307	-
chr7	PMS2P1	100335674	100335908	100335656	100335908	-
chr7	PMS2P1	100335837	100336307	100335656	100336307	-
chr7	PMS2P1	100335205	100335428	100334971	100335428	-
chr7	ZCWPW1	100419110	100419189	100419001	100419189	-
chr7	PCOLCE-AS1	100604003	100604206	100603837	100604206	-
chr7	EPHB4	100817261	100817357	100817191	100817357	-
chr7	ACHE	100892686	100894252	100892333	100894252	-
chr7	PLOD3	101216196	101216326	101216162	101216326	-
chr7	PLOD3	101211590	101211716	101211540	101211716	-
chr7	FIS1	101244959	101245081	101244897	101245081	-
chr7	POLR2J	102478810	102478907	102478807	102478907	-
chr7	RASA4B	102517645	102517777	102517543	102517777	-
chr7	RASA4	102594491	102594559	102594446	102594559	-
chr7	RASA4	102616624	102616756	102616522	102616756	-
chr7	NAPEPLD	103149043	103149232	103148810	103149232	-
chr7	NAPEPLD	103148922	103149232	103148810	103149232	-
chr7	NAPEPLD	103149043	103149182	103148922	103149182	-
chr7	DPY19L2P2	103275539	103275627	103274069	103275627	-
chr7	DPY19L2P2	103280137	103280410	103279832	103280410	-
chr7	ORC5	104202410	104202544	104202376	104202544	-
chr7	PUS7	105470760	105470848	105470687	105470848	-
chr7	SYPL1	106092563	106092669	106092547	106092669	-
chr7	AC004917.1	106572963	106573160	106572947	106573160	-
chr7	SLC26A4-AS1	107654643	107654816	107654610	107654816	-
chr7	AC002467.1	107744058	107744151	107743932	107744151	-
chr7	SLC26A3	107803121	107803225	107803110	107803225	-
chr7	LAMB1	108002126	108002384	108001998	108002384	-
chr7	LAMB1	108001998	108002140	108001946	108002140	-
chr7	LAMB1	108002126	108002384	108001946	108002384	-
chr7	LAMB1	107975233	107975413	107975229	107975413	-
chr7	PNPLA8	108487944	108487953	108487758	108487953	-
chr7	PNPLA8	108526049	108526318	108526028	108526318	-
chr7	THAP5	108565951	108566022	108565829	108566022	-
chr7	IMMP2L	111562463	111562517	111562443	111562517	-
chr7	SMIM30	113118527	113118560	113118439	113118560	-
chr7	AC073130.2	116243877	116243936	116243841	116243936	-
chr7	COMETT	116573546	116573744	116573440	116573744	-
chr7	CTTNBP2	117791290	117792781	117791127	117792781	-
chr7	TSPAN12	120858233	120858402	120858203	120858402	-
chr7	TSPAN12	120857085	120857199	120857038	120857199	-
chr7	FAM3C	121396298	121396364	121396161	121396364	-
chr7	AASS	122098748	122098866	122098744	122098866	-
chr7	IQUB	123532788	123532948	123532375	123532948	-
chr7	NDUFA5	123557774	123557904	123557624	123557904	-
chr7	NDUFA5	123557624	123557815	123557403	123557815	-
chr7	NDUFA5	123557774	123557904	123557624	123557904	-
chr7	NDUFA5	123546657	123546817	123546582	123546817	-
chr7	NDUFA5	123544734	123544761	123544729	123544761	-
chr7	POT1	124859045	124859112	124858956	124859112	-
chr7	POT1	124823970	124824074	124823796	124824074	-
chr7	POT1	124929793	124929983	124929558	124929983	-
chr7	POT1	124929793	124929983	124929457	124929983	-
chr7	POT1	124929793	124929983	124929457	124929983	-
chr7	POT1	124929558	124929802	124929457	124929802	-
chr7	POT1	124827213	124827305	124827200	124827305	-
chr7	GRM8	126446125	126446372	126446070	126446372	-
chr7	ZNF800	127392258	127392691	127392157	127392691	-
chr7	ZNF800	127392547	127392718	127392157	127392718	-
chr7	ZNF800	127392157	127392708	127392059	127392708	-
chr7	ZNF800	127392258	127392708	127392059	127392708	-
chr7	ZNF800	127392547	127392718	127392059	127392718	-
chr7	ZNF800	127392064	127392708	127392059	127392708	-
chr7	PRRT4	128361560	128361685	128361305	128361685	-
chr7	IMPDH1	128400831	128400891	128400816	128400891	-
chr7	KCP	128874315	128874448	128874295	128874448	-
chr7	KCP	128869955	128870732	128869622	128870732	-
chr7	UBE2H	129880894	129880976	129880878	129880976	-
chr7	TMEM209	130205372	130205406	130204966	130205406	-
chr7	TMEM209	130205082	130205382	130204966	130205382	-
chr7	CEP41	130404639	130404708	130404563	130404708	-
chr7	CEP41	130441032	130441284	130440933	130441284	-
chr7	CEP41	130400706	130401146	130400697	130401146	-
chr7	CEP41	130426645	130426979	130426628	130426979	-
chr7	CEP41	130440933	130441237	130440533	130441237	-
chr7	CEP41	130400706	130401146	130400697	130401146	-
chr7	COPG2	130508568	130508659	130508561	130508659	-
chr7	TSGA13	130686443	130686574	130686261	130686574	-
chr7	MKLN1-AS	131324302	131324425	131324251	131324425	-
chr7	MKLN1-AS	131324300	131324425	131324251	131324425	-
chr7	MKLN1-AS	131324302	131324425	131324300	131324425	-
chr7	AKR1B1	134447979	134448061	134447460	134448061	-
chr7	AKR1B1	134459121	134459284	134458996	134459284	-
chr7	CYREN	135168968	135169060	135168930	135169060	-
chr7	CYREN	135168930	135169060	135168748	135169060	-
chr7	CYREN	135168785	135169060	135168748	135169060	-
chr7	CYREN	135168968	135169060	135168748	135169060	-
chr7	CYREN	135170398	135170661	135170275	135170661	-
chr7	CYREN	135170651	135170795	135170398	135170795	-
chr7	CYREN	135168930	135169060	135168785	135169060	-
chr7	CYREN	135168968	135169060	135168785	135169060	-
chr7	CYREN	135168930	135169060	135168744	135169060	-
chr7	CYREN	135168748	135169060	135168744	135169060	-
chr7	CYREN	135168785	135169060	135168744	135169060	-
chr7	CYREN	135168968	135169060	135168744	135169060	-
chr7	CNOT4	135410523	135410648	135410514	135410648	-
chr7	FAM180A	135733676	135734319	135733645	135734319	-
chr7	AC078842.1	137354361	137354483	137354274	137354483	-
chr7	SVOPL	138663073	138663571	138659863	138663571	-
chr7	ZC3HAV1	139079469	139080243	139079103	139080243	-
chr7	MKRN1	140455856	140455911	140455789	140455911	-
chr7	MKRN1	140478836	140479066	140478599	140479066	-
chr7	WEE2-AS1	141727553	141727642	141727496	141727642	-
chr7	KEL	142962203	142962363	142962114	142962363	-
chr7	FAM131B	143358842	143359024	143358826	143359024	-
chr7	FAM131B	143362634	143362770	143362575	143362770	-
chr7	AC099548.2	143833728	143833883	143833246	143833883	-
chr7	TCAF1	143902026	143902176	143901960	143902176	-
chr7	TCAF1	143902073	143902198	143901960	143902198	-
chr7	TCAF1	143857099	143857350	143857073	143857350	-
chr7	TCAF1	143902073	143902198	143902026	143902198	-
chr7	AC074386.1	144254603	144254696	144254433	144254696	-
chr7	NOBOX	144400205	144400312	144400109	144400312	-
chr7	EZH2	148846496	148846598	148846469	148846598	-
chr7	EZH2	148826468	148826632	148826453	148826632	-
chr7	ZNF425	149126195	149126324	149126129	149126324	-
chr7	ZNF767P	149551654	149551826	149551573	149551826	-
chr7	RARRES2	150341609	150341662	150341577	150341662	-
chr7	ATG9B	151015417	151015713	151015359	151015713	-
chr7	FASTK	151078922	151080496	151078841	151080496	-
chr7	TMUB1	151083082	151083124	151082763	151083124	-
chr7	TMUB1	151082917	151083091	151082763	151083091	-
chr7	IQCA1L	151193290	151193490	151193196	151193490	-
chr7	SMARCD3	151242720	151242843	151242704	151242843	-
chr7	CRYGN	151437995	151438244	151437838	151438244	-
chr7	PRKAG2	151781151	151781431	151781125	151781431	-
chr7	KMT2C	152145164	152145295	152145152	152145295	-
chr7	KMT2C	152182156	152182594	152180710	152182594	-
chr7	LINC01287	153411585	153413963	153411581	153413963	-
chr7	AC009403.2	155482834	155484013	155482716	155484013	-
chr7	AC009403.1	155644361	155644406	155644213	155644406	-
chr7	LINC01006	156481376	156481620	156480664	156481620	-
chr7	LMBR1	156833752	156833792	156833738	156833792	-
chr7	LMBR1	156836812	156836885	156836808	156836885	-
chr7	MNX1	157008997	157009435	157008527	157009435	-
chr7	VIPR2	159144720	159144867	159144297	159144867	-
chr8	MCPH1-AS1	6621422	6621635	6621344	6621635	-
chr8	MCPH1-AS1	6621344	6621635	6620991	6621635	-
chr8	MCPH1-AS1	6621422	6621635	6620991	6621635	-
chr8	FAM66B	7349082	7349146	7348972	7349146	-
chr8	MIR124-1HG	9900554	9903398	9900544	9903398	-
chr8	MIR124-1HG	9900554	9903398	9900544	9903398	-
chr8	PRSS51	10498727	10498808	10498615	10498808	-
chr8	PRSS51	10496634	10496777	10496599	10496777	-
chr8	PINX1	10839737	10839884	10839707	10839884	-
chr8	CTSB	11868000	11868137	11867969	11868137	-
chr8	CTSB	11861405	11861479	11861299	11861479	-
chr8	CTSB	11861360	11861479	11861299	11861479	-
chr8	CTSB	11868670	11868739	11868646	11868739	-
chr8	CTSB	11867969	11868076	11867253	11868076	-
chr8	CTSB	11868000	11868137	11867253	11868137	-
chr8	CTSB	11868921	11869533	11868876	11869533	-
chr8	CTSB	11861405	11861479	11861360	11861479	-
chr8	FAM86B1	12193610	12193684	12193579	12193684	-
chr8	FAM86B1	12193974	12194133	12193876	12194133	-
chr8	FAM86B1	12185375	12186386	12185233	12186386	-
chr8	FAM86B1	12186699	12186833	12186351	12186833	-
chr8	FAM86B2	12436247	12436343	12436149	12436343	-
chr8	MTUS1	17722568	17722639	17722420	17722639	-
chr8	ASAH1	18067249	18067298	18067219	18067298	-
chr8	ASAH1	18071330	18071411	18071299	18071411	-
chr8	ASAH1	18084675	18084998	18084586	18084998	-
chr8	ASAH1	18084671	18084961	18084586	18084961	-
chr8	ASAH1	18084675	18084998	18083980	18084998	-
chr8	ASAH1	18084586	18084980	18083980	18084980	-
chr8	ASAH1	18084286	18084980	18083980	18084980	-
chr8	ASAH1	18084461	18084998	18083980	18084998	-
chr8	ASAH1	18084671	18084980	18083980	18084980	-
chr8	ASAH1	18084675	18084998	18084286	18084998	-
chr8	ASAH1	18084586	18084971	18084286	18084971	-
chr8	ASAH1	18084461	18084998	18084286	18084998	-
chr8	ASAH1	18084671	18084971	18084286	18084971	-
chr8	ASAH1	18084675	18084998	18084461	18084998	-
chr8	ASAH1	18084586	18084998	18084461	18084998	-
chr8	ASAH1	18084671	18084998	18084461	18084998	-
chr8	ASAH1	18083980	18084980	18083916	18084980	-
chr8	ASAH1	18083940	18084120	18083916	18084120	-
chr8	ASAH1	18083980	18084980	18083940	18084980	-
chr8	ASAH1	18083980	18084980	18083898	18084980	-
chr8	ASAH1	18083940	18084120	18083898	18084120	-
chr8	ASAH1	18083916	18084074	18083898	18084074	-
chr8	ASAH1	18084675	18084998	18084671	18084998	-
chr8	ASAH1	18084675	18084998	18084586	18084998	-
chr8	CSGALNACT1	19602401	19602759	19601991	19602759	-
chr8	GFRA2	21788633	21788875	21788119	21788875	-
chr8	REEP4	22140624	22140697	22140606	22140697	-
chr8	ENTPD4	23441592	23441723	23441568	23441723	-
chr8	AC024958.1	24514574	24514844	24514407	24514844	-
chr8	KCTD9	25446128	25446250	25446079	25446250	-
chr8	SDAD1P1	26382387	26382953	26382310	26382953	-
chr8	PNMA2	26509600	26509677	26509547	26509677	-
chr8	CHRNA2	27469805	27470031	27469760	27470031	-
chr8	CHRNA2	27469760	27470031	27469528	27470031	-
chr8	CHRNA2	27469805	27469981	27469528	27469981	-
chr8	CLU	27611145	27611431	27611109	27611431	-
chr8	CLU	27611145	27611431	27611074	27611431	-
chr8	CLU	27611109	27611218	27611074	27611218	-
chr8	CLU	27614172	27614370	27613577	27614370	-
chr8	PBK	27837709	27838082	27837651	27838082	-
chr8	PBK	27833055	27833133	27833041	27833133	-
chr8	EXTL3-AS1	28699905	28701319	28699440	28701319	-
chr8	EXTL3-AS1	28699904	28701112	28699440	28701112	-
chr8	EXTL3-AS1	28699905	28701319	28699904	28701319	-
chr8	INTS9	28889873	28890242	28889841	28890242	-
chr8	SARAF	30066027	30066139	30065987	30066139	-
chr8	FUT10	33461487	33461727	33461371	33461727	-
chr8	FUT10	33461411	33461725	33461371	33461725	-
chr8	FUT10	33461487	33461727	33461411	33461727	-
chr8	TTI2	33513081	33513185	33512959	33513185	-
chr8	AC091182.1	37331793	37331991	37331766	37331991	-
chr8	BRF2	37847302	37847341	37847273	37847341	-
chr8	RAB11FIP1	37899303	37899497	37899070	37899497	-
chr8	LSM1	38176552	38176730	38176274	38176730	-
chr8	PLPP5	38268881	38269140	38268822	38269140	-
chr8	PLPP5	38268881	38269140	38268822	38269140	-
chr8	PLPP5	38269125	38269243	38269081	38269243	-
chr8	NSD3	38281499	38281583	38281466	38281583	-
chr8	FGFR1	38419538	38420344	38419532	38420344	-
chr8	FGFR1	38428351	38428444	38428345	38428444	-
chr8	AC069120.1	38552958	38553791	38552620	38553791	-
chr8	TM2D2	38996418	38996509	38996212	38996509	-
chr8	TM2D2	38996418	38996509	38996212	38996509	-
chr8	ADAM3A	39465848	39465959	39465844	39465959	-
chr8	ANK1	41661875	41661941	41661800	41661941	-
chr8	KAT6A	41942792	41943000	41942786	41943000	-
chr8	KAT6A	42049619	42049707	42049575	42049707	-
chr8	KAT6A	41978641	41978777	41978620	41978777	-
chr8	SLC20A2	42501186	42501243	42501030	42501243	-
chr8	RNF170	42887848	42887871	42887727	42887871	-
chr8	RNF170	42896483	42896723	42896253	42896723	-
chr8	ST18	52180125	52180312	52180121	52180312	-
chr8	ST18	52217812	52217901	52217745	52217901	-
chr8	ST18	52217745	52217901	52217741	52217901	-
chr8	ST18	52217812	52217901	52217741	52217901	-
chr8	RB1CC1	52628040	52628168	52628031	52628168	-
chr8	ATP6V1H	53833060	53833189	53832983	53833189	-
chr8	ATP6V1H	53843033	53843558	53842870	53843558	-
chr8	ATP6V1H	53842955	53843042	53842870	53843042	-
chr8	ATP6V1H	53842870	53843042	53842503	53843042	-
chr8	TCEA1	54022265	54022456	54022062	54022456	-
chr8	TMEM68	55773268	55773407	55773226	55773407	-
chr8	TMEM68	55763636	55763701	55763421	55763701	-
chr8	RPS20	56074380	56074510	56074059	56074510	-
chr8	RPS20	56074380	56074510	56074253	56074510	-
chr8	SDR16C6P	56381954	56382099	56381941	56382099	-
chr8	LINC00968	56559557	56559823	56559452	56559823	-
chr8	AC092819.1	58259947	58260024	58259747	58260024	-
chr8	AC092819.1	58272003	58272137	58271869	58272137	-
chr8	AC092819.1	58259747	58260024	58259743	58260024	-
chr8	AC092819.1	58259947	58260024	58259743	58260024	-
chr8	AC092819.1	58272003	58272137	58271869	58272137	-
chr8	LINC01301	60412593	60412647	60412493	60412647	-
chr8	AC023866.1	61300920	61301069	61300819	61301069	-
chr8	AC011124.1	63469982	63470205	63469978	63470205	-
chr8	ARMC1	65633997	65634217	65633718	65634217	-
chr8	PDE7A	65842081	65842322	65841848	65842322	-
chr8	PPP1R42	66971093	66971140	66970980	66971140	-
chr8	COPS5	67060496	67060545	67060320	67060545	-
chr8	LINC01603	69447817	69448282	69447586	69448282	-
chr8	NCOA2	70141183	70141399	70141178	70141399	-
chr8	TRAM1	70608262	70608416	70608076	70608416	-
chr8	C8ORF89	73257040	73257126	73256972	73257126	-
chr8	AC111149.1	73369489	73369623	73369456	73369623	-
chr8	ELOC	73972076	73972252	73972041	73972252	-
chr8	JPH1	74321273	74321540	74320908	74321540	-
chr8	CASC9	75324564	75324741	75324220	75324741	-
chr8	ZFHX4-AS1	76615152	76615321	76614792	76615321	-
chr8	IL7	78798127	78798208	78798071	78798208	-
chr8	HEY1	79767418	79767615	79767390	79767615	-
chr8	HEY1	79767603	79767857	79767574	79767857	-
chr8	HEY1	79766366	79766497	79766202	79766497	-
chr8	HEY1	79767008	79767294	79766996	79767294	-
chr8	HEY1	79767603	79767838	79767418	79767838	-
chr8	HEY1	79767574	79767857	79767418	79767857	-
chr8	HEY1	79767008	79767092	79766992	79767092	-
chr8	HEY1	79766996	79767294	79766992	79767294	-
chr8	MRPS28	80029904	80029974	80029760	80029974	-
chr8	FABP4	81483098	81483236	81483094	81483236	-
chr8	FABP12	81529437	81529610	81529375	81529610	-
chr8	IMPA1P1	81626886	81626952	81626883	81626952	-
chr8	ZFAND1	81721248	81721300	81721226	81721300	-
chr8	ZFAND1	81721226	81721300	81721069	81721300	-
chr8	ZFAND1	81721226	81721300	81721065	81721300	-
chr8	ZFAND1	81721248	81721295	81721065	81721295	-
chr8	ZFAND1	81721069	81721283	81721065	81721283	-
chr8	SNX16	81841928	81842054	81841697	81842054	-
chr8	LINC02839	82160529	82160577	82160416	82160577	-
chr8	RBIS	85219322	85219363	85219235	85219363	-
chr8	RBIS	85219235	85219363	85218706	85219363	-
chr8	CA3-AS1	85463177	85463801	85462931	85463801	-
chr8	SLC7A13	86229619	86230381	86229592	86230381	-
chr8	AF117829.1	89725517	89725641	89725505	89725641	-
chr8	OTUD6B-AS1	91069578	91069822	91068935	91069822	-
chr8	AC091096.1	92653941	92654161	92653937	92654161	-
chr8	TRIQK	92966006	92966144	92965807	92966144	-
chr8	RBM12B	93740880	93741017	93740862	93741017	-
chr8	GEM	94262204	94262350	94262089	94262350	-
chr8	UQCRB	96231378	96231515	96231225	96231515	-
chr8	RPL30	98044942	98045399	98044826	98045399	-
chr8	VPS13B-DT	99012890	99013743	99012868	99013743	-
chr8	COX6C	99893442	99893623	99893318	99893623	-
chr8	RGS22	100071404	100071537	100071368	100071537	-
chr8	FBXO43	100145050	100145817	100145006	100145817	-
chr8	ANKRD46	100559385	100559711	100559037	100559711	-
chr8	ANKRD46	100559531	100559746	100559037	100559746	-
chr8	ANKRD46	100559710	100559784	100559531	100559784	-
chr8	PABPC1	100715470	100716312	100715461	100716312	-
chr8	PABPC1	100718182	100718994	100718086	100718994	-
chr8	PABPC1	100718230	100718994	100718086	100718994	-
chr8	PABPC1	100721112	100721323	100721029	100721323	-
chr8	PABPC1	100721112	100721904	100720804	100721904	-
chr8	PABPC1	100721029	100721904	100720804	100721904	-
chr8	PABPC1	100721390	100722587	100720804	100722587	-
chr8	PABPC1	100721728	100722174	100720804	100722174	-
chr8	PABPC1	100721728	100722587	100721390	100722587	-
chr8	PABPC1	100721733	100722185	100721728	100722185	-
chr8	PABPC1	100704296	100704390	100704279	100704390	-
chr8	PABPC1	100721733	100722185	100721728	100722185	-
chr8	PABPC1	100718230	100718280	100718182	100718280	-
chr8	PABPC1	100721728	100722174	100721712	100722174	-
chr8	PABPC1	100721733	100722185	100721712	100722185	-
chr8	YWHAZ	100951234	100951449	100951185	100951449	-
chr8	ZNF706	101204649	101205287	101202332	101205287	-
chr8	UBR5	102289528	102289576	102289452	102289576	-
chr8	ZFPM2-AS1	105927650	105927718	105927641	105927718	-
chr8	ANGPT1	107321898	107322128	107321895	107322128	-
chr8	RSPO2	108083196	108083620	108082923	108083620	-
chr8	RSPO2	108083473	108083642	108083196	108083642	-
chr8	EIF3E	108236162	108236907	108236160	108236907	-
chr8	EIF3E	108241885	108241913	108241798	108241913	-
chr8	EIF3E	108202989	108203503	108202982	108203503	-
chr8	EIF3E	108443369	108443496	108443364	108443496	-
chr8	EIF3E	108443369	108443496	108443364	108443496	-
chr8	SYBU	109643236	109643675	109642727	109643675	-
chr8	SYBU	109586059	109586529	109586016	109586529	-
chr8	RAD21	116874362	116874528	116874309	116874528	-
chr8	RAD21	116874309	116874424	116874249	116874424	-
chr8	RAD21	116874309	116874424	116874205	116874424	-
chr8	RAD21	116874249	116874360	116874205	116874360	-
chr8	SAMD12	118439861	118439961	118439831	118439961	-
chr8	SAMD12	118621938	118622112	118621803	118622112	-
chr8	ENPP2	119582429	119582602	119582417	119582602	-
chr8	ENPP2	119626618	119626720	119626564	119626720	-
chr8	MRPL13	120445067	120445402	120444947	120445402	-
chr8	C8ORF76	123231721	123231757	123231299	123231757	-
chr8	ZHX1	123274216	123274487	123274121	123274487	-
chr8	ATAD2	123348186	123348273	123348182	123348273	-
chr8	ATAD2	123396186	123396447	123396182	123396447	-
chr8	TATDN1	124504274	124504698	124504270	124504698	-
chr8	TATDN1	124504274	124504698	124504270	124504698	-
chr8	TATDN1	124539024	124539458	124538927	124539458	-
chr8	TATDN1	124518817	124518881	124518741	124518881	-
chr8	WASHC5	125083834	125084022	125083712	125084022	-
chr8	LINC00861	125951185	125951249	125950913	125951249	-
chr8	CASC19	127187796	127189103	127187784	127189103	-
chr8	CASC19	127218814	127219395	127218809	127219395	-
chr8	CASC19	127187784	127189103	127187780	127189103	-
chr8	CASC19	127191665	127192315	127191661	127192315	-
chr8	CASC19	127227518	127227541	127227398	127227541	-
chr8	CCDC26	128965942	128966001	128965906	128966001	-
chr8	CCDC26	129574881	129575114	129574638	129575114	-
chr8	CCDC26	129399530	129399684	129399513	129399684	-
chr8	CCDC26	129399530	129399684	129399513	129399684	-
chr8	CCDC26	129399530	129399684	129399513	129399684	-
chr8	CCDC26	129399530	129399684	129399513	129399684	-
chr8	CCDC26	129402215	129402251	129402166	129402251	-
chr8	CCDC26	129360662	129360832	129360173	129360832	-
chr8	CCDC26	129554909	129554941	129554803	129554941	-
chr8	CCDC26	129554909	129554941	129554667	129554941	-
chr8	CCDC26	129554803	129554941	129554667	129554941	-
chr8	CYRIB	129896748	129896854	129896671	129896854	-
chr8	ADCY8	130990438	130990542	130990392	130990542	-
chr8	KCNQ3	132134325	132134388	132134289	132134388	-
chr8	SLA	133074862	133075130	133074852	133075130	-
chr8	NDRG1	133297133	133297586	133296736	133297586	-
chr8	NDRG1	133297003	133297586	133296736	133297586	-
chr8	NDRG1	133297024	133297586	133296736	133297586	-
chr8	NDRG1	133246615	133246663	133246595	133246663	-
chr8	NDRG1	133256776	133256863	133256725	133256863	-
chr8	NDRG1	133297024	133297092	133297003	133297092	-
chr8	NDRG1	133288366	133288442	133288259	133288442	-
chr8	NDRG1	133280231	133280267	133279965	133280267	-
chr8	KCNK9	139618257	139619099	139616385	139619099	-
chr8	PTK2	140675459	140675779	140675429	140675779	-
chr8	PTK2	140925660	140925749	140925561	140925749	-
chr8	SLC45A4	141212203	141212556	141212196	141212556	-
chr8	MROH5	141479206	141479326	141479138	141479326	-
chr8	MROH5	141474131	141474227	141474001	141474227	-
chr8	JRK	142669940	142670132	142669931	142670132	-
chr8	AC083841.3	142834676	142834940	142834647	142834940	-
chr8	NAPRT	143575229	143575415	143575190	143575415	-
chr8	NAPRT	143577860	143578321	143577815	143578321	-
chr8	EEF1D	143581285	143581706	143581228	143581706	-
chr8	EEF1D	143597347	143597744	143596878	143597744	-
chr8	EEF1D	143596912	143597413	143596878	143597413	-
chr8	EEF1D	143590644	143590893	143590607	143590893	-
chr8	EEF1D	143593892	143594071	143593874	143594071	-
chr8	EEF1D	143592714	143592942	143592646	143592942	-
chr8	EEF1D	143597347	143597744	143596854	143597744	-
chr8	EEF1D	143597347	143597744	143596912	143597744	-
chr8	GFUS	143617473	143617552	143617427	143617552	-
chr8	GFUS	143617427	143617482	143617421	143617482	-
chr8	SCRIB	143804954	143805014	143804933	143805014	-
chr8	PLEC	143935022	143935117	143935010	143935117	-
chr8	PLEC	143946384	143946547	143946349	143946547	-
chr8	PARP10	143983311	143984358	143983166	143984358	-
chr8	PARP10	143984034	143984104	143984007	143984104	-
chr8	PARP10	143986357	143986460	143986054	143986460	-
chr8	PARP10	143987135	143987181	143987078	143987181	-
chr8	PARP10	143987078	143987144	143986914	143987144	-
chr8	PARP10	143991032	143991188	143990605	143991188	-
chr8	PARP10	143986914	143987099	143986754	143987099	-
chr8	SHARPIN	144104024	144104250	144103552	144104250	-
chr8	SHARPIN	144103846	144104269	144103552	144104269	-
chr8	SHARPIN	144104024	144104269	144103846	144104269	-
chr8	FBXL6	144357456	144357502	144357438	144357502	-
chr8	VPS28	144426025	144426983	144425874	144426983	-
chr8	VPS28	144425921	144426063	144425874	144426063	-
chr8	VPS28	144426025	144426983	144425921	144426983	-
chr8	CYHR1	144465409	144465667	144465352	144465667	-
chr8	CYHR1	144465352	144465492	144465207	144465492	-
chr8	CYHR1	144465409	144465667	144465207	144465667	-
chr8	CYHR1	144465570	144465667	144465409	144465667	-
chr8	AC084125.2	144498899	144499305	144498751	144499305	-
chr8	RECQL4	144513415	144513480	144513217	144513480	-
chr8	RECQL4	144511910	144512067	144511901	144512067	-
chr8	ZNF34	144780231	144780280	144780227	144780280	-
chr8	RPL8	144792365	144792587	144792244	144792587	-
chr8	RPL8	144792265	144792389	144792244	144792389	-
chr8	RPL8	144792365	144792587	144792265	144792587	-
chr8	COMMD5	144852992	144853067	144852725	144853067	-
chr8	COMMD5	144852838	144853067	144852725	144853067	-
chr8	COMMD5	144852992	144853067	144852838	144853067	-
