chrom	gene	exonStart	exonEnd	strand
chr7	AC009275.1	134417291	134418219	-
chr7	AC009275.1	134417291	134418974	-
chr7	AC009275.1	134417291	134418974	-
chr7	CREB3L2	137915836	137916012	-
chr7	WEE2-AS1	141727203	141727642	-
chr7	WEE2-AS1	141727203	141727642	-
chr7	PRSS37	141841015	141841485	-
chr7	SMARCD3	151240424	151241653	-
chr7	PRKAG2	151565345	151565885	-
chr7	AC006019.1	154055582	154055925	-
chr7	AC009403.2	155481879	155484013	-
chr7	CNPY1	155502013	155503105	-
chr8	FAM87A	377563	380309	-
chr8	FAM87A	375947	379458	-
chr8	TDRP	489802	492744	-
chr8	ERICH1	625674	627238	-
chr8	MCPH1-AS1	6620134	6621635	-
chr8	MCPH1-AS1	6620134	6621635	-
chr8	MCPH1-AS1	6620134	6621635	-
chr8	MCPH1-AS1	6620134	6621635	-
chr8	MIR124-1HG	9900554	9903398	-
chr8	MIR124-1HG	9900544	9903398	-
chr8	PRSS51	10497711	10497971	-
chr8	FAM86B1	12186351	12186833	-
chr8	ASAH1	18056834	18057623	-
chr8	TNFRSF10B	23028330	23028602	-
chr8	CLU	27604923	27605335	-
chr8	ANK1	41672353	41672912	-
chr8	AC083973.1	42265614	42266396	-
chr8	RPS20	56074059	56074506	-
chr8	AC092819.1	58258525	58260024	-
chr8	AC092819.1	58258525	58260024	-
chr8	LINC01592	68881958	68882380	-
chr8	AC111149.1	73368378	73369355	-
chr8	ZFAND1	81714803	81715114	-
chr8	SNX16	81839611	81840082	-
chr8	AC103760.1	86335702	86338387	-
chr8	RNF19A	100287906	100288267	-
chr8	PABPC1	100721390	100722087	-
chr8	PABPC1	100721390	100721886	-
chr8	AP003471.1	104419511	104421500	-
chr8	EIF3E	108201742	108203117	-
chr8	EIF3E	108201742	108203117	-
chr8	LINC01608	111027305	111027599	-
chr8	LINC01608	111027305	111027593	-
chr8	TRPS1	115603872	115605002	-
chr8	FAM83A-AS1	123201171	123201982	-
chr8	FER1L6-AS2	124058787	124060792	-
chr8	CASC19	127168358	127169117	-
chr8	CASC19	127168358	127169117	-
chr8	CASC19	127168421	127169117	-
chr8	CYRIB	129849242	129849369	-
chr8	CYRIB	129854265	129854343	-
chr8	CYRIB	129855610	129855747	-
chr8	ST3GAL1	133475718	133476600	-
chr8	MROH5	141447906	141448088	-
chr8	JRK	142657459	142666520	-
chr8	NAPRT	143574784	143575093	-
chr8	NAPRT	143574784	143575345	-
chr8	NAPRT	143574786	143575093	-
chr8	GFUS	143612617	143613295	-
chr8	SCRIB	143792484	143792867	-
chr8	PARP10	143986054	143986460	-
chr8	VPS28	144423616	144424132	-
chr8	VPS28	144424214	144424819	-
chr8	VPS28	144424945	144425772	-
chr8	VPS28	144424945	144425772	-
chr8	TONSL	144438652	144438735	-
chr8	TONSL	144440350	144440476	-
chr8	TONSL	144440965	144441111	-
chr8	RPL8	144791276	144791495	-
chr8	AC114550.1	8569186	8569816	+
chr8	ERI1	9029791	9033338	+
chr8	AC022784.1	9189045	9189586	+
chr8	AC022784.1	9325901	9326303	+
chr8	NEIL2	11769709	11770335	+
chr8	FAM66D	12145422	12145700	+
chr8	VPS37A	17280238	17280443	+
chr8	NPM2	22024723	22025306	+
chr8	PDLIM2	22585016	22585162	+
chr8	C8ORF58	22601971	22602312	+
chr8	CCAR2	22618826	22619015	+
chr8	CCAR2	22619149	22620468	+
chr8	R3HCC1	23289865	23290469	+
chr8	R3HCC1	23289865	23290469	+
chr8	CDCA2	25460239	25460554	+
chr8	ERLIN2	37744570	37746550	+
chr8	PLPBP	37765525	37765746	+
chr8	ADAM9	39090046	39091346	+
chr8	ADAM9	39090046	39091346	+
chr8	ADAM9	39090046	39091346	+
chr8	GINS4	41541808	41545030	+
chr8	GPAT4	41598291	41599304	+
chr8	FNTA	43085159	43085780	+
chr8	POMK	43122106	43125767	+
chr8	POMK	43122106	43125767	+
chr8	POMK	43122106	43125767	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46848783	46849530	+
chr8	LINC00293	46854469	46854791	+
chr8	LINC00293	46854763	46855410	+
chr8	RP1	54558759	54559320	+
chr8	RP1	54679419	54679627	+
chr8	AC011124.2	63467141	63469946	+
chr8	LINC01289	63778448	63780922	+
chr8	ADHFE1	66453709	66454157	+
chr8	MCMDC2	66874325	66874586	+
chr8	GDAP1	74351273	74351466	+
chr8	GDAP1	74361883	74366582	+
chr8	GDAP1	74361883	74363053	+
chr8	ZBTB10	80518402	80518579	+
chr8	AC100801.1	85885934	85889653	+
chr8	INTS8	94867139	94867337	+
chr8	GRHL2	101492438	101492789	+
chr8	FZD6	103299955	103300284	+
chr8	AC103993.1	113615503	113616958	+
chr8	COL14A1	120270034	120270174	+
chr8	LINC00964	124849274	124849953	+
chr8	LINC00964	124943269	124945051	+
chr8	LINC00964	124943269	124945746	+
chr8	LINC00964	124943269	124945746	+
chr8	LINC00964	124943269	124945746	+
chr8	LINC00964	124943269	124945746	+
chr8	PVT1	127795195	127796071	+
chr8	PVT1	127854395	127855319	+
chr8	PVT1	128049408	128049748	+
chr8	PVT1	128049408	128049748	+
chr8	PTP4A3	141421387	141422345	+
chr8	THEM6	142735325	142736927	+
chr8	GRINA	143991877	143992373	+
chr8	GRINA	143991877	143992373	+
chr8	MAF1	144106342	144106674	+
chr8	WDR97	144111100	144111486	+
chr8	MROH1	144261113	144261349	+
chr8	SLC52A2	144359622	144360493	+
chr8	SLC52A2	144359622	144360493	+
chr8	SLC52A2	144359622	144360493	+
chr8	SLC52A2	144358594	144359423	+
chr8	ADCK5	144391579	144391866	+
chr8	KIFC2	144472794	144474202	+
chr9	DMRT2	1051613	1052138	+
chr9	LINC01231	3198185	3198924	+
chr9	CD274	5462833	5463121	+
chr9	PTENP1-AS	33678089	33681073	+
chr9	CNTFR-AS1	34569511	34571022	+
chr9	CNTFR-AS1	34569511	34571022	+
chr9	ATP8B5P	35438728	35440453	+
chr9	TMEM8B	35829227	35829955	+
chr9	AL353608.3	68326262	68328690	+
chr9	TJP2	69252814	69255187	+
chr9	FAM189A2	69377369	69377744	+
chr9	PCA3	76783704	76785677	+
chr9	AL354733.2	83858863	83859335	+
chr9	CTSL	87729572	87731327	+
chr9	CTSL	87730380	87731348	+
chr9	CTSL	87730380	87731320	+
chr9	CTSL	87729572	87731348	+
chr9	CTSL	87726212	87727729	+
chr9	CTSL	87729572	87730498	+
chr9	AL355607.2	91000769	91001901	+
chr9	AL355607.2	91000769	91001901	+
chr9	AL355607.2	91000769	91001901	+
chr9	FGD3	93032768	93034681	+
chr9	FGD3	93032768	93034681	+
chr9	CARD19	93110567	93112289	+
chr9	AL589843.1	96687076	96687324	+
chr9	STRA6LP	97362195	97362441	+
chr9	STRA6LP	97307735	97308132	+
chr9	INVS	100292325	100293043	+
chr9	SLC44A1	105389032	105397346	+
chr9	RGS3	113583449	113584427	+
chr9	RABEPK	125200541	125200906	+
chr9	GAPVD1	125331925	125332060	+
chr9	LRSAM1	127460876	127461257	+
chr9	LRSAM1	127451514	127452084	+
chr9	LRSAM1	127487494	127487763	+
chr9	STXBP1	127694993	127696027	+
chr9	CERCAM	128428929	128429036	+
chr9	PHYHD1	128941444	128942038	+
chr9	USP20	129880112	129881828	+
chr9	NUP214	131233453	131233704	+
chr9	POMT1	131522931	131523799	+
chr9	POMT1	131509742	131510415	+
chr9	POMT1	131509902	131510415	+
chr9	POMT1	131509902	131510415	+
chr9	POMT1	131509902	131510415	+
chr9	POMT1	131511336	131512136	+
chr9	POMT1	131511336	131512136	+
chr9	POMT1	131504188	131504649	+
chr9	PMPCA	136421831	136423760	+
chr9	CCDC183	136806503	136806867	+
chr9	MAMDC4	136857978	136858546	+
chr9	MAMDC4	136858718	136859132	+
chr9	MAMDC4	136859208	136860064	+
chr9	ARRDC1	137612895	137613510	+
chr9	ARRDC1	137612895	137613510	+
chr9	ARRDC1	137612895	137613510	+
chr9	EHMT1	137817438	137818138	+
chr9	CBWD1	121088	122090	-
chr9	APTX	32973375	32974561	-
chr9	FAM219A	34398183	34401122	-
chr9	VCP	35062002	35062350	-
chr9	VCP	35062002	35062350	-
chr9	FANCG	35079440	35079942	-
chr9	PIGO	35091239	35092767	-
chr9	STOML2	35100597	35101011	-
chr9	FAM214B	35107380	35108349	-
chr9	FAM166B	35562379	35562528	-
chr9	CD72	35615942	35616689	-
chr9	CD72	35615942	35616689	-
chr9	ARHGEF39	35660093	35662002	-
chr9	GBA2	35736866	35737939	-
chr9	SPAG8	35809403	35810309	-
chr9	SPAG8	35810438	35810682	-
chr9	EXOSC3	37780274	37780880	-
chr9	FAM95C	38540568	38541562	-
chr9	FAM95C	38542311	38543055	-
chr9	BX255923.2	41102730	41105159	-
chr9	BX255923.2	41102730	41105159	-
chr9	AL845472.1	41269915	41273997	-
chr9	MAMDC2-AS1	70153133	70154241	-
chr9	NMRK1	75068995	75070042	-
chr9	AL353743.2	85785993	85786551	-
chr9	AL353743.2	85786002	85786551	-
chr9	AL353743.2	85786004	85786551	-
chr9	LINC02843	88646920	88647660	-
chr9	LINC02843	88646920	88647660	-
chr9	LINC02843	88646920	88647660	-
chr9	LINC02843	88646920	88647660	-
chr9	BICD2	92711362	92715463	-
chr9	NUTM2F	94320207	94320593	-
chr9	PTCH1	95449840	95453620	-
chr9	PTCH1	95443411	95447451	-
chr9	HSD17B3	96249909	96250485	-
chr9	PTCSC2	97805361	97806024	-
chr9	TRMO	97909959	97910616	-
chr9	ALDOB	101424842	101425042	-
chr9	ELP1	108917546	108919349	-
chr9	ELP1	108917546	108919349	-
chr9	RNF183	113301671	113302313	-
chr9	KIF12	114093228	114093497	-
chr9	ASTN2	116425227	116426088	-
chr9	RC3H2	122865348	122865657	-
chr9	AL157935.2	127885185	127886788	-
chr9	PTGES2	128125243	128125441	-
chr9	CIZ1	128178708	128179415	-
chr9	CIZ1	128178708	128179415	-
chr9	CIZ1	128178708	128179415	-
chr9	TSC1	132897183	132897610	-
chr9	TSC1	132897183	132897610	-
chr9	GBGT1	133152952	133155312	-
chr9	ABO	133257408	133257542	-
chr9	SARDH	133666734	133666870	-
chr9	SOHLH1	135693406	135694457	-
chr9	TMEM250	136114588	136117024	-
chr9	SNHG7	136724657	136725110	-
chr9	SNHG7	136726310	136727086	-
chr9	ABCA2	137010192	137010737	-
chr9	ABCA2	137011406	137011749	-
chr9	FAM166A	137245306	137245853	-
chr9	NSMF	137448224	137449491	-
chrX	PLCXD1	299096	303353	+
chrX	CLCN4	10208044	10208590	+
chrX	MSL3	11759633	11759875	+
chrX	TMSB4X	12975109	12976361	+
chrX	LINC01203	13335029	13335545	+
chrX	DDX3X	41333347	41334297	+
chrX	DDX3X	41347311	41349886	+
chrX	DDX3X	41337690	41339083	+
chrX	CDK16	47223551	47223759	+
chrX	ARAF	47571322	47571908	+
chrX	WDR13	48597491	48598037	+
chrX	HDAC6	48822911	48823588	+
chrX	HDAC6	48805630	48806464	+
chrX	HDAC6	48805630	48806464	+
chrX	HDAC6	48814674	48814893	+
chrX	MAGIX	49164706	49165090	+
chrX	MAGIX	49164706	49165090	+
chrX	MAGED4	52191430	52191861	+
chrX	MAGED4	52191430	52191873	+
chrX	XAGE5	52812203	52812638	+
chrX	MAGED2	54809721	54810213	+
chrX	MAGED2	54809721	54810213	+
chrX	MAGED2	54810820	54811129	+
chrX	MAGED2	54815247	54816007	+
chrX	TRO	54928602	54931031	+
chrX	TRO	54928602	54928710	+
chrX	AR	67723685	67730619	+
chrX	MED12	71137725	71137943	+
chrX	NLGN3	71167010	71167800	+
chrX	NONO	71297376	71298508	+
chrX	NONO	71297376	71298508	+
chrX	NONO	71297376	71298508	+
chrX	NONO	71297376	71298508	+
chrX	NONO	71297835	71298508	+
chrX	NONO	71297835	71298508	+
chrX	NONO	71297376	71297938	+
chrX	NONO	71297376	71297938	+
chrX	DMRTC1B	72846884	72847277	+
chrX	JPX	73998953	74000496	+
chrX	JPX	73998767	74000496	+
chrX	JPX	73998767	74000496	+
chrX	JPX	73944338	73944662	+
chrX	JPX	73998953	73999669	+
chrX	JPX	73944340	73944662	+
chrX	JPX	73998953	73999950	+
chrX	JPX	73998953	74000201	+
chrX	JPX	73944341	73944662	+
chrX	ZNF711	85246929	85247651	+
chrX	ZNF711	85246929	85247651	+
chrX	DACH2	86827765	86832602	+
chrX	ARMCX4	101531643	101533459	+
chrX	NXF4	102563206	102563522	+
chrX	TCEAL4	103585858	103586291	+
chrX	H2BW2	104041087	104042454	+
chrX	ZCCHC18	104113433	104115842	+
chrX	PRPS1	107649939	107651026	+
chrX	RBMX2	130411347	130411525	+
chrX	FAM122C	134807190	134807708	+
chrX	INTS6L	135581527	135582510	+
chrX	SLC9A6	135985434	135985827	+
chrX	LINC00892	136640773	136642426	+
chrX	LINC00892	136640773	136642426	+
chrX	LINC00632	140711620	140716289	+
chrX	LINC00632	140772077	140775905	+
chrX	MAGEC3	141896881	141897832	+
chrX	LINC00894	149945347	149948175	+
chrX	ZNF275	153346818	153352926	+
chrX	SRPK3	153783973	153784213	+
chrX	SRPK3	153783973	153784213	+
chrX	SRPK3	153781115	153781346	+
chrX	RPL10	154398376	154398542	+
chrX	TAZ	154419704	154420094	+
chrX	TAZ	154419542	154420094	+
chrX	TAZ	154419542	154420094	+
chrX	TAZ	154419542	154420094	+
chrX	TAZ	154420902	154421706	+
chrX	TAZ	154420031	154420264	+
chrX	TAZ	154419542	154419746	+
chrX	ATP6AP1	154429047	154431657	+
chrX	DKC1	154774601	154775273	+
chrX	PIGA	15331215	15331992	-
chrX	RAI2	17800048	17802034	-
chrX	TAB3	30842965	30846644	-
chrX	RPGR	38287093	38288041	-
chrX	RPGR	38287093	38288041	-
chrX	CXORF38	40626920	40630773	-
chrX	SLC38A5	48458538	48459034	-
chrX	TIMM17B	48893899	48894225	-
chrX	WDR45	49100581	49101144	-
chrX	FOXP3	49256750	49257012	-
chrX	FOXP3	49251333	49251765	-
chrX	MAGED4B	52062221	52062664	-
chrX	ALAS2	55020319	55020504	-
chrX	SPIN3	56978291	56978660	-
chrX	SPIN3	56978291	56978660	-
chrX	SPIN3	56978291	56978660	-
chrX	SPIN3	56993786	56994949	-
chrX	SPIN2B	57119681	57120631	-
chrX	LINC01278	63238992	63239830	-
chrX	ARHGEF9	63635002	63638209	-
chrX	ZC4H2	64919041	64919204	-
chrX	LAS1L	65520701	65523707	-
chrX	LAS1L	65520701	65522285	-
chrX	LAS1L	65522430	65523707	-
chrX	LAS1L	65522430	65523707	-
chrX	LAS1L	65522430	65523707	-
chrX	AL590764.2	71105999	71106426	-
chrX	AL590764.2	71105999	71106426	-
chrX	AL590764.2	71105999	71106426	-
chrX	HDAC8	72329567	72330876	-
chrX	HDAC8	72567581	72568030	-
chrX	DMRTC1	72873549	72873942	-
chrX	NEXMIF	74732855	74739498	-
chrX	NEXMIF	74732855	74744477	-
chrX	ATRX	77681519	77684593	-
chrX	TRMT2B	101051250	101051733	-
chrX	TIMM8A	101345660	101348401	-
chrX	BTK	101353869	101353988	-
chrX	GLA	101398369	101398946	-
chrX	GLA	101398369	101398946	-
chrX	AC235565.2	102369585	102370152	-
chrX	TMSB15B-AS1	103918408	103919080	-
chrX	RBM41	107088435	107088839	-
chrX	PSMD10	108087952	108088099	-
chrX	COL4A6	108164876	108165038	-
chrX	UPF3B	119837756	119837932	-
chrX	ELF4	130069299	130069677	-
chrX	ELF4	130081255	130081539	-
chrX	ENOX2	130665642	130665749	-
chrX	CT55	135156539	135157503	-
chrX	RBMX	136872267	136875168	-
chrX	FMR1-AS1	147909430	147911817	-
chrX	FMR1-AS1	147909430	147911817	-
chrX	AC244197.3	149532881	149534374	-
chrX	TMEM185A	149596556	149598255	-
chrX	MAGEA10	152135760	152136080	-
chrX	MAGEA10	152135760	152136080	-
chrX	CSAG1	152727483	152728224	-
chrX	PNMA5	152991901	152992217	-
chrX	PNCK	153671879	153672200	-
chrX	IRAK1	154019430	154019812	-
chrX	FLNA	154365744	154366224	-
chrX	SLC10A3	154487305	154489082	-
chrX	FAM3A	154515759	154516242	-
chrX	CTAG1B	154617608	154618273	-
chrY	PLCXD1	299096	303353	+
chrY	TSPY2	6246222	6246754	+
chrY	TSPY4	9337509	9338013	+
chrY	TSPY8	9357842	9358328	+
chrY	TSPY3	9398466	9398952	+
chrY	TXLNGY	19588369	19589612	+
chrY	TTTY14	18819354	18819786	-
chrY	TTTY14	19041369	19043346	-
chrY	TTTY14	19043162	19044695	-
chrY	TTTY14	19043162	19044695	-
chr10	TUBB8	48614	48912	-
chr10	PITRM1	3143388	3143731	-
chr10	LINC02669	3502330	3502851	-
chr10	LINC02669	3502330	3502866	-
chr10	KLF6	3775995	3779590	-
chr10	ASB13	5638866	5640830	-
chr10	LINC00710	10946785	10947556	-
chr10	LINC00710	10946785	10947319	-
chr10	LINC00710	10934523	10935413	-
chr10	LINC00710	10946785	10948403	-
chr10	LINC00710	10946064	10946600	-
chr10	NUDT5	12170716	12170908	-
chr10	ACBD5	27240318	27240797	-
chr10	MTPAP	30365148	30365565	-
chr10	MTPAP	30365344	30365565	-
chr10	ZNF438	30848530	30850367	-
chr10	ITGB1	32932514	32933583	-
chr10	ITGB1	32932514	32933583	-
chr10	ZNF248	37828764	37833116	-
chr10	ZWINT	56357437	56358459	-
chr10	ZWINT	56360017	56360383	-
chr10	ANK3	60059339	60060006	-
chr10	ANK3	60138516	60139087	-
chr10	EGR2	62815860	62816366	-
chr10	DNAJB12	72332829	72335931	-
chr10	FAM245A	87396563	87398200	-
chr10	FAM245A	87396563	87398200	-
chr10	IDE	92479276	92480916	-
chr10	PLCE1-AS2	94105574	94106159	-
chr10	ERLIN1	100185513	100186029	-
chr10	SEC31B	100505360	100506201	-
chr10	PDZD7	101021797	101022385	-
chr10	PDZD7	101023435	101024068	-
chr10	POLL	101584601	101584919	-
chr10	NT5C2	103097290	103098984	-
chr10	C10ORF120	122697708	122698488	-
chr10	IDI2-AS1	1035813	1036893	+
chr10	PRKCQ-AS1	6583804	6584195	+
chr10	CELF2	11328925	11334358	+
chr10	AL157392.3	13654352	13655482	+
chr10	LINC02654	16278070	16278749	+
chr10	VIM	17235845	17236379	+
chr10	VIM	17235168	17236379	+
chr10	KIAA1217	24544980	24547843	+
chr10	GAD2	26300787	26304558	+
chr10	AL133216.2	38416681	38417204	+
chr10	LINC00840	43859526	43860360	+
chr10	ANTXRL	46286997	46287510	+
chr10	C10ORF53	49708360	49710261	+
chr10	LINC01515	65585484	65585802	+
chr10	DDX50	68906710	68907007	+
chr10	DDX50	68946351	68946847	+
chr10	SEC24C	73770279	73770798	+
chr10	ZSWIM8	73791858	73792852	+
chr10	SAMD8	75176065	75182123	+
chr10	ZNF503-AS1	75358509	75359049	+
chr10	CDHR1	84219078	84219621	+
chr10	LCOR	96949007	96952196	+
chr10	LCOR	96954952	96958877	+
chr10	LCOR	96954952	96958926	+
chr10	LCOR	96954952	96958926	+
chr10	OLMALINC	100381215	100383372	+
chr10	OLMALINC	100381215	100383372	+
chr10	OLMALINC	100381215	100383372	+
chr10	TWNK	100989643	100989884	+
chr10	GBF1	102375358	102375584	+
chr10	GBF1	102382055	102382899	+
chr10	RPARP-AS1	102451398	102452187	+
chr10	AS3MT	102890543	102890678	+
chr10	PNLIPRP2	116638368	116638480	+
chr10	LINC00867	118357526	118357848	+
chr10	WDR11	120905875	120906855	+
chr10	LINC02641	123361318	123362147	+
chr10	AL158835.1	125706581	125707004	+
chr10	EDRF1	125763300	125764143	+
chr10	LINC02667	128914758	128915165	+
chr10	PPP2R2D	131943967	131944145	+
chr10	SCART1	133459486	133460170	+
chr11	PSMD13	244040	244216	+
chr11	PGGHG	290677	291113	+
chr11	PKP3	394242	394524	+
chr11	PTDSS2	490419	491399	+
chr11	RASSF7	563188	563478	+
chr11	EPS8L2	709552	710486	+
chr11	EPS8L2	709552	710486	+
chr11	CRACR2B	828229	828772	+
chr11	CD151	838132	838831	+
chr11	FAM99A	1666701	1667856	+
chr11	MRPL23	1956255	1956609	+
chr11	TSSC2	3406498	3407697	+
chr11	TSSC2	3406498	3407697	+
chr11	OR51E1	4652487	4655488	+
chr11	OR51L1	5002570	5005536	+
chr11	TRIM6	5603245	5603735	+
chr11	TRIM22	5698314	5698545	+
chr11	CCKBR	6270645	6272127	+
chr11	DNHD1	6497584	6498961	+
chr11	DNHD1	6497584	6498961	+
chr11	DNHD1	6547862	6548402	+
chr11	ILK	6608693	6608967	+
chr11	OR2AG1	6785017	6791558	+
chr11	PPFIBP2	7653023	7653756	+
chr11	AKIP1	8911188	8911671	+
chr11	SBF2-AS1	9807847	9811335	+
chr11	ADM	10305679	10306098	+
chr11	LINC02752	11182326	11183251	+
chr11	LDHAL6A	18476383	18476501	+
chr11	BDNF-AS	27675296	27676140	+
chr11	EIF3M	32593865	32595013	+
chr11	QSER1	32931742	32935435	+
chr11	NAT10	34143444	34143528	+
chr11	AC044839.1	45723319	45723572	+
chr11	SLC35C1	45805148	45806336	+
chr11	LARGE2	45922820	45923167	+
chr11	DGKZ	46374603	46374839	+
chr11	MDK	46381710	46382133	+
chr11	ATG13	46668498	46668910	+
chr11	C11ORF49	47161126	47162247	+
chr11	C11ORF49	47161126	47162247	+
chr11	NR1H3	47261546	47262018	+
chr11	NDUFS3	47580524	47580984	+
chr11	TMX2	57738663	57739039	+
chr11	SELENOH	57741808	57741954	+
chr11	FAM111A	59143496	59145856	+
chr11	MS4A1	60462184	60462533	+
chr11	TMEM132A	60935863	60937159	+
chr11	TMEM138	61364251	61364518	+
chr11	POLR2G	62761794	62762866	+
chr11	NUDT22	64226289	64227132	+
chr11	DNAJC4	64233893	64234281	+
chr11	ARL2	65021720	65022184	+
chr11	VPS51	65107580	65108022	+
chr11	MRPL49	65125725	65127363	+
chr11	SCYL1	65538269	65538704	+
chr11	SCYL1	65538269	65538704	+
chr11	SIPA1	65646455	65647065	+
chr11	RELA-DT	65663426	65665543	+
chr11	MUS81	65865810	65866439	+
chr11	CTSW	65883214	65883741	+
chr11	KLC2	66266432	66267859	+
chr11	BBS1	66531655	66532219	+
chr11	BBS1	66515692	66515933	+
chr11	SSH3	67306837	67307113	+
chr11	TBC1D10C	67409406	67410089	+
chr11	CARNS1	67420608	67420840	+
chr11	TCIRG1	68042945	68043497	+
chr11	IGHMBP2	68936236	68937091	+
chr11	IGHMBP2	68936236	68937091	+
chr11	MYEOV	69295232	69297287	+
chr11	ANO1	70187737	70189252	+
chr11	IL18BP	71999227	71999662	+
chr11	FOLR3	72138960	72139149	+
chr11	INPPL1	72228347	72228498	+
chr11	INPPL1	72228726	72228847	+
chr11	INPPL1	72237123	72237796	+
chr11	RELT	73394235	73394734	+
chr11	MOGAT2	75727969	75728989	+
chr11	RAB30-DT	83072622	83073604	+
chr11	TMEM126B	85635666	85636536	+
chr11	MED17	93807500	93809876	+
chr11	LINC02700	94647334	94647578	+
chr11	AP000787.1	95231124	95232176	+
chr11	BIRC3	102321836	102325362	+
chr11	BIRC3	102321836	102325362	+
chr11	BIRC2	102348597	102350749	+
chr11	DYNC2H1	103154450	103154809	+
chr11	TTC12	113315950	113316315	+
chr11	HTR3A	113986517	113987046	+
chr11	RNF214	117281893	117282270	+
chr11	PHLDB1	118644071	118644691	+
chr11	VPS11	119081458	119081964	+
chr11	HMBS	119092124	119092523	+
chr11	PDZD3	119186091	119186690	+
chr11	PDZD3	119186091	119186690	+
chr11	PDZD3	119185474	119185952	+
chr11	PDZD3	119185474	119185952	+
chr11	PDZD3	119185474	119185952	+
chr11	VWA5A	124115449	124116680	+
chr11	AP001993.1	127053337	127054334	+
chr11	HRAS	532241	532755	-
chr11	IRF7	613784	614037	-
chr11	IRF7	615096	615647	-
chr11	PIDD1	802681	803647	-
chr11	CHID1	869213	869956	-
chr11	H19	1995175	1995998	-
chr11	H19	1995175	1995998	-
chr11	H19	1995875	1996191	-
chr11	H19	1995875	1996191	-
chr11	TRIM21	4384896	4385853	-
chr11	TRIM3	6457695	6457847	-
chr11	RRP8	6600925	6601602	-
chr11	TPP1	6619195	6619413	-
chr11	TPP1	6619195	6619413	-
chr11	TPP1	6618775	6619267	-
chr11	DENND2B	8870953	8871367	-
chr11	TMEM41B	9280653	9283593	-
chr11	EIF4G2	10808704	10808940	-
chr11	ABCC8	17396915	17397313	-
chr11	ABCC8	17396915	17397313	-
chr11	ABCC8	17396915	17397313	-
chr11	ABCC8	17428288	17428670	-
chr11	ABCC8	17428288	17428670	-
chr11	ABCC8	17428288	17428670	-
chr11	ABCC8	17395851	17397313	-
chr11	ABCC8	17397192	17397797	-
chr11	ABCC8	17396915	17397797	-
chr11	ABCC8	17396915	17397797	-
chr11	ABCC8	17395851	17397797	-
chr11	ABCC8	17395851	17397797	-
chr11	ABCC8	17395851	17397797	-
chr11	ABCC8	17460487	17461825	-
chr11	ABCC8	17460487	17461825	-
chr11	BDNF	27654892	27659658	-
chr11	PAX6	31801229	31801776	-
chr11	PAX6	31801229	31801776	-
chr11	PAX6	31803397	31803673	-
chr11	LMO2	33869345	33869987	-
chr11	SLC1A2	35418949	35419558	-
chr11	PAMR1	35441480	35441693	-
chr11	AC103855.2	45532648	45533125	-
chr11	AMBRA1	46541944	46543398	-
chr11	NUP160	47812063	47812429	-
chr11	OR5A2	59416968	59426412	-
chr11	OR5A2	59416968	59426412	-
chr11	VWCE	61291263	61291576	-
chr11	CPSF7	61416104	61416519	-
chr11	FTH1	61967311	61967631	-
chr11	FTH1	61967311	61967631	-
chr11	AP002990.1	62572583	62574908	-
chr11	NXF1	62798538	62800486	-
chr11	SNHG1	62852810	62853590	-
chr11	SNHG1	62852810	62853590	-
chr11	SNHG1	62853800	62855216	-
chr11	SNHG1	62851987	62852681	-
chr11	SNHG1	62853074	62853590	-
chr11	SNHG1	62853800	62854064	-
chr11	SNHG1	62853800	62854064	-
chr11	SNHG1	62853800	62854551	-
chr11	SNHG1	62853800	62854551	-
chr11	SNHG1	62854887	62855885	-
chr11	SNHG1	62855423	62855885	-
chr11	SNHG1	62855423	62855885	-
chr11	SNHG1	62852810	62853115	-
chr11	SNHG1	62852810	62853115	-
chr11	SNHG1	62852810	62855216	-
chr11	SNHG1	62852810	62855216	-
chr11	SNHG1	62854518	62854938	-
chr11	SNHG1	62854017	62855216	-
chr11	SNHG1	62854518	62855216	-
chr11	SNHG1	62854518	62855216	-
chr11	SNHG1	62855132	62855885	-
chr11	SNHG1	62853551	62855216	-
chr11	SNHG1	62852810	62854551	-
chr11	SNHG1	62854887	62855216	-
chr11	SNHG1	62853551	62853833	-
chr11	SNHG1	62854017	62854551	-
chr11	SNHG1	62853551	62854551	-
chr11	SNHG1	62853551	62854551	-
chr11	SLC22A8	62993236	62993627	-
chr11	SLC22A25	63166043	63168060	-
chr11	C11ORF95	63764867	63765254	-
chr11	SF1	64764605	64766155	-
chr11	MEN1	64810813	64811294	-
chr11	NAALADL1	65053217	65053576	-
chr11	NAALADL1	65048151	65048457	-
chr11	SLC25A45	65375191	65376675	-
chr11	KCNK7	65592854	65593383	-
chr11	KCNK7	65592854	65593874	-
chr11	RELA	65653600	65655762	-
chr11	RELA	65653601	65655000	-
chr11	RNASEH2C	65717708	65719809	-
chr11	EFEMP2	65866440	65867079	-
chr11	YIF1A	66284579	66284966	-
chr11	YIF1A	66284579	66284966	-
chr11	CTSF	66564087	66564648	-
chr11	CTSF	66564087	66564648	-
chr11	CTSF	66564087	66564648	-
chr11	CTSF	66567443	66567662	-
chr11	NUDT8	67627937	67628400	-
chr11	SHANK2	71118828	71119032	-
chr11	NUMA1	72007188	72008845	-
