chrom	gene	exon1Start	exon1End	exon2Start	exon2End	strand
chr10	COL13A1	69875127	69875163	69878038	69878065	+
chr10	COL13A1	69897474	69897531	69898696	69898762	+
chr10	COL13A1	69952881	69952968	69953947	69954025	+
chr10	COL13A1	69932559	69932604	69935349	69935391	+
chr10	COL13A1	69940987	69941023	69941235	69941347	+
chr10	MACROH2A2	70055066	70055177	70065053	70065189	+
chr10	MACROH2A2	70091756	70091954	70093734	70093845	+
chr10	MACROH2A2	70100207	70100297	70109032	70109207	+
chr10	MACROH2A2	70092336	70092642	70093019	70093507	+
chr10	MACROH2A2	70092336	70092642	70093222	70093507	+
chr10	MACROH2A2	70105951	70106250	70108545	70108631	+
chr10	SLC29A3	71344208	71344291	71351561	71351788	+
chr10	ANAPC16	72223887	72224056	72230365	72230440	+
chr10	MCU	72861678	72861776	72868702	72868863	+
chr10	MCU	72736484	72736571	72760550	72760672	+
chr10	PPP3CB-AS1	73515827	73515925	73518743	73518864	+
chr10	ADK	74680411	74680514	74686698	74686820	+
chr10	KAT6B	74985079	74985241	74989018	74989112	+
chr10	ZNF503-AS1	75298951	75299074	75343223	75343340	+
chr10	ZNF503-AS1	75343223	75343340	75350351	75350470	+
chr10	ZNF503-AS1	75343223	75343330	75350351	75350470	+
chr10	RPS24	78037438	78037441	78037964	78037982	+
chr10	RPS24	78037438	78037441	78037964	78037993	+
chr10	LINC00595	78250276	78250451	78380392	78380754	+
chr10	SFTPA1	79611318	79611389	79611581	79611641	+
chr10	NRG3	81889189	81889665	82166726	82166826	+
chr10	LINC00858	84291406	84292137	84292191	84292378	+
chr10	LDB3	86681435	86681803	86685677	86685700	+
chr10	FAS	89011998	89012081	89013342	89013367	+
chr10	FAS	89010752	89010815	89011998	89012081	+
chr10	LGI1	93780281	93780332	93782742	93783043	+
chr10	CC2D2B	96009824	96009923	96012184	96012367	+
chr10	ZNF518A	96151415	96151566	96155325	96155398	+
chr10	LCOR	96833776	96833841	96858291	96858416	+
chr10	ZDHHC16	97448189	97448350	97450356	97450536	+
chr10	ZFYVE27	97738476	97738674	97744728	97744915	+
chr10	OLMALINC	100394285	100394377	100394497	100394622	+
chr10	BTRC	101430344	101430452	101461980	101462058	+
chr10	GBF1	102284952	102285070	102335562	102335743	+
chr10	GBF1	102332407	102332526	102335562	102335743	+
chr10	GBF1	102328810	102328952	102335562	102335743	+
chr10	GBF1	102326359	102326420	102335562	102335743	+
chr10	GBF1	102314330	102314424	102335562	102335743	+
chr10	GBF1	102314807	102314860	102335562	102335743	+
chr10	GBF1	102314810	102314860	102335562	102335743	+
chr10	GBF1	102284952	102285070	102332407	102332526	+
chr10	GBF1	102328810	102328952	102332407	102332526	+
chr10	GBF1	102326359	102326420	102332407	102332526	+
chr10	GBF1	102314330	102314424	102332407	102332526	+
chr10	GBF1	102314807	102314860	102332407	102332526	+
chr10	GBF1	102314810	102314860	102332407	102332526	+
chr10	GBF1	102284952	102285070	102328810	102328952	+
chr10	GBF1	102326359	102326420	102328810	102328952	+
chr10	GBF1	102314330	102314424	102328810	102328952	+
chr10	GBF1	102314807	102314860	102328810	102328952	+
chr10	GBF1	102314810	102314860	102328810	102328952	+
chr10	GBF1	102284952	102285070	102326359	102326420	+
chr10	GBF1	102314330	102314424	102326359	102326420	+
chr10	GBF1	102314807	102314860	102326359	102326420	+
chr10	GBF1	102314810	102314860	102326359	102326420	+
chr10	GBF1	102284952	102285070	102314330	102314424	+
chr10	GBF1	102284952	102285070	102314807	102314860	+
chr10	GBF1	102314330	102314424	102314807	102314860	+
chr10	GBF1	102284952	102285070	102314810	102314860	+
chr10	GBF1	102314330	102314424	102314810	102314860	+
chr10	GBF1	102359269	102359435	102360183	102360395	+
chr10	GBF1	102360183	102360395	102361717	102361912	+
chr10	GBF1	102363255	102363396	102363709	102363798	+
chr10	SFXN2	102716233	102716329	102716613	102716711	+
chr10	SFXN2	102715222	102715328	102716613	102716711	+
chr10	SFXN2	102716233	102716329	102716588	102716711	+
chr10	SFXN2	102715222	102715328	102716588	102716711	+
chr10	SFXN2	102715222	102715328	102716233	102716329	+
chr10	SFXN2	102716613	102716711	102724935	102724996	+
chr10	SFXN2	102716588	102716711	102724935	102724996	+
chr10	SFXN2	102716233	102716329	102724935	102724996	+
chr10	SFXN2	102715222	102715328	102724935	102724996	+
chr10	MXI1	110245742	110245818	110260998	110261145	+
chr10	PDCD4	110894090	110894198	110894411	110894522	+
chr10	TCF7L2	113159919	113159992	113160618	113160691	+
chr10	TCF7L2	113158666	113158717	113160618	113160691	+
chr10	TCF7L2	113158666	113158717	113159919	113159992	+
chr10	TCF7L2	113159919	113159992	113160618	113160691	+
chr10	TCF7L2	113160618	113160691	113161578	113161603	+
chr10	TCF7L2	113158666	113158717	113159919	113159992	+
chr10	PNLIPRP2	116637127	116637132	116638368	116638370	+
chr10	CASC2	118052130	118052196	118206521	118206621	+
chr10	INPP5F	119759856	119760068	119781060	119781242	+
chr10	DMBT1	122607158	122607188	122611217	122611247	+
chr10	DMBT1	122603099	122603129	122607158	122607188	+
chr10	DMBT1	122601796	122602120	122605855	122606179	+
chr10	C10ORF88B	122883724	122883931	122884716	122884852	+
chr11	PSMD13	238997	239076	244040	244075	+
chr11	EPS8L2	706676	706801	708574	708643	+
chr11	EPS8L2	706673	706801	708574	708643	+
chr11	EPS8L2	706595	706801	708574	708643	+
chr11	EPS8L2	721902	721991	722090	722165	+
chr11	TSPAN4	847200	847300	850287	850367	+
chr11	TSPAN4	850287	850367	862549	862741	+
chr11	TSPAN4	847200	847300	850287	850367	+
chr11	BRSK2	1456954	1457049	1459191	1459239	+
chr11	BRSK2	1456954	1457049	1459191	1459236	+
chr11	TNNT3	1936213	1936254	1936962	1937003	+
chr11	TNNT3	1923554	1923572	1925098	1925116	+
chr11	MRGPRG-AS1	3219699	3219788	3220226	3220359	+
chr11	PGAP2	3817431	3817535	3822908	3822993	+
chr11	PGAP2	3817352	3817535	3822908	3822993	+
chr11	PGAP2	3811249	3811424	3823882	3824135	+
chr11	PGAP2	3811249	3811424	3823612	3823740	+
chr11	PGAP2	3822908	3822993	3823612	3823740	+
chr11	PGAP2	3817431	3817535	3823612	3823740	+
chr11	PGAP2	3817352	3817535	3823612	3823740	+
chr11	PGAP2	3811249	3811424	3823612	3823740	+
chr11	RRM1	4101992	4102081	4106045	4106223	+
chr11	IPO7	9392197	9392320	9403289	9403371	+
chr11	ARNTL	13326412	13326467	13349944	13350070	+
chr11	ARNTL	13309986	13310059	13349944	13350070	+
chr11	LINC02548	13810241	13810346	13840654	13840851	+
chr11	LINC02548	13840654	13840851	13844922	13845095	+
chr11	LINC02682	15918301	15918462	15922585	15922655	+
chr11	C11ORF58	16744600	16744684	16748096	16748157	+
chr11	NUCB2	17286633	17286717	17291239	17291365	+
chr11	NUCB2	17315385	17315475	17330126	17330297	+
chr11	LDHA	18399430	18399548	18400836	18401010	+
chr11	LDHC	18415183	18415301	18429736	18429910	+
chr11	NELL1	21534373	21534514	21560188	21560382	+
chr11	LINC02699	25740475	25740560	25770470	25770568	+
chr11	LINC02699	25743060	25743099	25767211	25767288	+
chr11	BDNF-AS	27665260	27665392	27675576	27676140	+
chr11	BDNF-AS	27540019	27540116	27584268	27584337	+
chr11	BDNF-AS	27665260	27665392	27675296	27676140	+
chr11	DNAJC24	31396282	31396394	31408109	31408330	+
chr11	ELP4	31687660	31687702	31763410	31763549	+
chr11	ELP4	31541430	31541476	31580682	31580800	+
chr11	ELP4	31573586	31573624	31580682	31580800	+
chr11	ELP4	31541430	31541476	31573586	31573624	+
chr11	ELP4	31763410	31763549	31780678	31780761	+
chr11	ELP4	31687660	31687702	31780678	31780761	+
chr11	CD44	35198120	35198246	35206111	35206243	+
chr11	CD44	35198120	35198246	35211245	35211449	+
chr11	PRR5L	36446299	36446440	36451208	36451335	+
chr11	IFTAP	36636050	36636117	36648015	36648155	+
chr11	IFTAP	36633283	36633438	36636050	36636117	+
chr11	LINC01493	38648423	38648604	38648768	38648934	+
chr11	ALKBH3	43892040	43892129	43897194	43897354	+
chr11	CD82	44566272	44566330	44585142	44585292	+
chr11	LINC02685	44974795	44974893	44977308	44977402	+
chr11	AC044839.1	45740900	45740963	45741663	45741862	+
chr11	AC044839.1	45734540	45734799	45739409	45739542	+
chr11	AC044839.1	45740900	45740963	45741544	45741862	+
chr11	AC044839.1	45740900	45740963	45741724	45741862	+
chr11	AC044839.1	45741663	45741862	45742423	45742670	+
chr11	AC044839.1	45741544	45741862	45742423	45742670	+
chr11	AC044839.1	45741724	45741862	45742423	45742670	+
chr11	AC044839.1	45740900	45740963	45742423	45742670	+
chr11	MDK	46382056	46382133	46382293	46382461	+
chr11	ATG13	46630896	46630991	46632322	46632459	+
chr11	ATG13	46618324	46618375	46621041	46621157	+
chr11	ATG13	46618259	46618375	46621041	46621157	+
chr11	ATG13	46621059	46621157	46630044	46630100	+
chr11	ATG13	46621041	46621157	46630044	46630100	+
chr11	ATG13	46618324	46618375	46630044	46630100	+
chr11	ATG13	46621041	46621157	46630044	46630100	+
chr11	ATG13	46618259	46618375	46630044	46630100	+
chr11	ATG13	46621059	46621157	46638498	46638610	+
chr11	ATG13	46621041	46621157	46638498	46638610	+
chr11	ATG13	46630044	46630100	46638498	46638610	+
chr11	C11ORF49	47004364	47004456	47023338	47023394	+
chr11	C11ORF49	46991542	46991647	47023338	47023394	+
chr11	C11ORF49	46987207	46987310	47052387	47052518	+
chr11	C11ORF49	46991542	46991647	47004364	47004456	+
chr11	DDB2	47216857	47217049	47232813	47232959	+
chr11	TMX2	57737835	57738026	57738353	57738430	+
chr11	STX3	59795371	59795482	59795601	59795712	+
chr11	MS4A3	60061489	60061554	60062467	60062605	+
chr11	MS4A4A	60282593	60282739	60290048	60290242	+
chr11	MS4A14	60404545	60404666	60405888	60405987	+
chr11	MS4A15	60763705	60763958	60767566	60767655	+
chr11	CD6	61013918	61014014	61015712	61015835	+
chr11	PPP1R32	61486343	61486403	61486523	61486610	+
chr11	POLR2G	62762541	62762866	62762866	62763026	+
chr11	RTN3	63704850	63704907	63746946	63747024	+
chr11	RTN3	63718701	63721032	63746946	63747024	+
chr11	RTN3	63718980	63721032	63746946	63747024	+
chr11	RTN3	63704850	63704907	63718701	63721032	+
chr11	RTN3	63704850	63704907	63718980	63721032	+
chr11	MARK2	63906087	63906114	63908259	63908304	+
chr11	SLC22A11	64568669	64568778	64569651	64569858	+
chr11	SAC3D1	65041285	65041866	65043024	65043164	+
chr11	VPS51	65096997	65097127	65107580	65107727	+
chr11	TM7SF2	65112810	65112865	65113368	65113414	+
chr11	TM7SF2	65112810	65112865	65113219	65113414	+
chr11	TM7SF2	65115313	65115394	65115475	65115598	+
chr11	TM7SF2	65113219	65113414	65113490	65113594	+
chr11	TM7SF2	65112514	65112711	65113490	65113594	+
chr11	FRMD8	65389360	65389528	65393572	65393674	+
chr11	FRMD8	65389384	65389528	65393572	65393674	+
chr11	DPP3	66482192	66482470	66485172	66485262	+
chr11	DPP3	66482195	66482470	66485172	66485262	+
chr11	BBS1	66511204	66511239	66514405	66514678	+
chr11	BBS1	66514405	66514678	66515539	66515586	+
chr11	RBM14	66618495	66618561	66623900	66623968	+
chr11	C11ORF80	66788159	66788269	66796280	66796364	+
chr11	PPP6R3	68505144	68505249	68515027	68515166	+
chr11	PPP6R3	68505144	68505271	68515027	68515166	+
chr11	PPP6R3	68519500	68519651	68537658	68537891	+
chr11	IGHMBP2	68917160	68917301	68917521	68917552	+
chr11	IGHMBP2	68917163	68917301	68917521	68917552	+
chr11	PPFIA1	70349922	70350039	70350993	70351023	+
chr11	FAM86C1P	71791735	71791819	71793379	71793481	+
chr11	FAM86C1P	71791738	71791819	71793379	71793481	+
chr11	RNF121	71962151	71962289	71978085	71978235	+
chr11	LRTOMT	72088296	72088380	72089028	72089165	+
chr11	P2RY6	73272306	73272466	73295729	73295815	+
chr11	PLEKHB1	73653369	73653461	73655802	73655907	+
chr11	MRPL48	73817822	73817947	73823012	73823070	+
chr11	MRPL48	73808312	73808350	73825707	73825796	+
chr11	MRPL48	73825707	73825796	73844806	73844976	+
chr11	RPS3	75402351	75402379	75404019	75404207	+
chr11	RPS3	75402351	75402446	75404019	75404207	+
chr11	ACER3	76958978	76959031	76959076	76959200	+
chr11	ACER3	76926556	76926667	76958978	76959031	+
chr11	CAPN5	77071609	77071682	77072990	77073137	+
chr11	AAMDC	77876949	77877049	77884779	77884916	+
chr11	AAMDC	77878701	77878756	77884779	77884916	+
chr11	KCTD21-AS1	78141594	78141702	78148976	78149093	+
chr11	TMEM126B	85629131	85629262	85631144	85631316	+
chr11	TMEM126B	85629131	85629203	85631144	85631316	+
chr11	NAALAD2	90158144	90158238	90159238	90159337	+
chr11	DISC1FP1	90602804	90602908	90716396	90716440	+
chr11	C11ORF54	93747296	93747448	93750345	93750444	+
chr11	C11ORF54	93755209	93755386	93757315	93757465	+
chr11	MED17	93797534	93797719	93801834	93801972	+
chr11	MED17	93807517	93807635	93809716	93809876	+
chr11	MED17	93788000	93788167	93797534	93797719	+
chr11	MED17	93801834	93801972	93807517	93807635	+
chr11	CEP57	95794220	95794359	95795515	95795559	+
chr11	GRIA4	105965946	105966061	105971913	105972028	+
chr11	ATM	108224783	108224871	108225500	108225574	+
chr11	ATM	108225500	108225574	108226163	108226247	+
chr11	LINC02732	110366360	110366534	110381925	110382021	+
chr11	LINC02732	110366360	110366538	110381925	110382021	+
chr11	HOATZ	111519008	111519188	111524882	111524963	+
chr11	SDHD	112091078	112091132	112093079	112093209	+
chr11	SDHD	112087856	112087973	112088866	112089011	+
chr11	NCAM1	113236300	113236315	113246367	113246370	+
chr11	NCAM1	113242804	113242846	113246367	113246370	+
chr11	CEP164	117335604	117335680	117338565	117338668	+
chr11	TMPRSS4	118098984	118099098	118103100	118103253	+
chr11	TMEM25	118532149	118532461	118532916	118533207	+
chr11	HMBS	119091162	119091256	119091412	119091526	+
chr11	HMBS	119091412	119091526	119091860	119091874	+
chr11	HMBS	119092124	119092163	119092403	119092523	+
chr11	HMBS	119091412	119091526	119091860	119091874	+
chr11	HMBS	119091162	119091256	119091860	119091874	+
chr11	USP2-AS1	119469808	119469975	119509113	119509225	+
chr11	ROBO3	124877160	124877184	124877266	124877309	+
chr11	ROBO3	124877936	124878131	124878297	124878436	+
chr11	ROBO3	124877160	124877184	124877284	124877309	+
chr11	PKNOX2	125351283	125351392	125367845	125367985	+
chr11	PKNOX2	125331818	125331925	125351283	125351392	+
chr11	PKNOX2	125367845	125367985	125385550	125385722	+
chr11	STT3A	125593637	125593725	125594049	125594097	+
chr11	FAM118B	126229224	126229293	126234994	126235087	+
chr11	ST3GAL4	126407573	126407634	126408098	126408194	+
chr11	ST3GAL4	126408098	126408194	126408306	126408496	+
chr11	APLP2	130100269	130100425	130101925	130102000	+
chr11	ACAD8	134256547	134256648	134257087	134257257	+
chr11	ACAD8	134257087	134257257	134258514	134258624	+
chr11	SIGIRR	408694	408893	409867	410027	-
chr11	SIGIRR	408072	408206	408694	408893	-
chr11	IRF7	613950	614037	614173	614399	-
chr11	CHID1	884067	884169	893426	893519	-
chr11	MUC6	1013795	1013898	1013898	1014001	-
chr11	TOLLIP	1290226	1290409	1295644	1295794	-
chr11	NAP1L4	2983745	2983813	2988076	2988126	-
chr11	CARS1	3047752	3048001	3054876	3055039	-
chr11	ZNF195	3360719	3360788	3361742	3361889	-
chr11	ZNF195	3361742	3361889	3362545	3362602	-
chr11	ZNF195	3360719	3360788	3362545	3362602	-
chr11	ZNF195	3361975	3362032	3362545	3362602	-
chr11	ZNF195	3361975	3362073	3362545	3362602	-
chr11	ZNF195	3373576	3373675	3377616	3377802	-
chr11	ZNF195	3373576	3373656	3377616	3377802	-
chr11	TRIM68	4603244	4603340	4605078	4605561	-
chr11	TRIM5	5665980	5666081	5667688	5667711	-
chr11	AC107884.1	7451812	7451963	7456817	7456849	-
chr11	CYB5R2	7665826	7665939	7666450	7666550	-
chr11	STK33	8480533	8480614	8567250	8567293	-
chr11	DENND2B	8811246	8811335	8839309	8839350	-
chr11	DENND2B	8831555	8831688	8839309	8839350	-
chr11	DENND2B	8811246	8811335	8831555	8831688	-
chr11	DENND2B	8839309	8839350	8870953	8871088	-
chr11	SBF2	9828125	9828221	9828595	9828632	-
chr11	SBF2	9819228	9819303	9828125	9828221	-
chr11	IRAG1	10633967	10634071	10652024	10652182	-
chr11	IRAG1	10658383	10658579	10690264	10690369	-
chr11	IRAG1	10652024	10652182	10690264	10690369	-
chr11	IRAG1	10633967	10634071	10652024	10652182	-
chr11	EIF4G2	10806819	10806885	10807254	10807381	-
chr11	LINC00958	12965107	12965214	12980409	12980909	-
chr11	LINC00958	12984225	12984338	12986039	12986144	-
chr11	RRAS2	14308206	14308317	14356685	14356769	-
chr11	ABCC8	17470100	17470222	17474885	17475027	-
chr11	SERGEF	17926737	17926846	17959469	17959636	-
chr11	HPS5	18291441	18292019	18292898	18292976	-
chr11	UEVLD	18575346	18575412	18578723	18578808	-
chr11	UEVLD	18570213	18570377	18575346	18575412	-
chr11	CSRP3	19186215	19186348	19188135	19188304	-
chr11	DCDC1	30943581	30943674	30952444	30952568	-
chr11	IMMP1L	31463171	31463305	31477500	31477759	-
chr11	IMMP1L	31469757	31469797	31473723	31473786	-
chr11	IMMP1L	31437075	31437154	31447982	31449091	-
chr11	AC131571.1	31655933	31656969	31727786	31727895	-
chr11	WT1	32392665	32392755	32396256	32396407	-
chr11	CSTF3	33144869	33144973	33156707	33156803	-
chr11	CD59	33713378	33713469	33716825	33716868	-
chr11	CD59	33711383	33711505	33716825	33716868	-
chr11	CD59	33711383	33711505	33713378	33713469	-
chr11	CD59	33722916	33723029	33731423	33731468	-
chr11	CD59	33722916	33723029	33733494	33733610	-
chr11	CD59	33731423	33731468	33733494	33733610	-
chr11	SLC1A2	35292286	35292520	35301518	35301645	-
chr11	SLC1A2	35322560	35322679	35380380	35380541	-
chr11	SLC1A2	35322560	35322679	35370940	35371096	-
chr11	SLC1A2	35370940	35371096	35418949	35419007	-
chr11	SLC1A2	35322560	35322679	35418949	35419007	-
chr11	LINC02740	42250270	42250416	42253058	42253129	-
chr11	TP53I11	44939113	44939190	44941002	44941077	-
chr11	TP53I11	44939165	44939281	44941002	44941077	-
chr11	PHF21A	45945839	45946003	45946075	45946098	-
chr11	PHF21A	46117921	46118114	46118741	46118800	-
chr11	AMBRA1	46508190	46508370	46512726	46512813	-
chr11	ARFGAP2	47173758	47173840	47175014	47175098	-
chr11	ARFGAP2	47175850	47175923	47176515	47176634	-
chr11	AC090559.1	47395489	47395577	47405509	47405547	-
chr11	CELF1	47506857	47506897	47564350	47564469	-
chr11	FNBP4	47754527	47754664	47765269	47765362	-
chr11	FOLH1	49206279	49206332	49206777	49206874	-
chr11	FOLH1	49206777	49206874	49207763	49207901	-
chr11	FOLH1	49206279	49206332	49207763	49207901	-
chr11	MS4A4E	60224964	60225093	60228593	60228627	-
chr11	SLC15A3	60941121	60941290	60942034	60942145	-
chr11	CPSF7	61420469	61420530	61420546	61420573	-
chr11	CPSF7	61421053	61421127	61421191	61421257	-
chr11	CPSF7	61421053	61421130	61421191	61421257	-
chr11	SYT7	61546030	61546255	61546534	61546659	-
chr11	SYT7	61546030	61546255	61547176	61547308	-
chr11	SNHG1	62854887	62854938	62855132	62855216	-
chr11	SNHG1	62854017	62854064	62854518	62854551	-
chr11	PLAAT5	63468356	63468465	63490242	63490333	-
chr11	NRXN2	64690404	64690476	64692846	64692876	-
chr11	SYVN1	65132247	65132351	65132731	65132780	-
chr11	SLC25A45	65379375	65379561	65379866	65379938	-
chr11	RELA	65660123	65660215	65661686	65661835	-
chr11	RELA	65661936	65662088	65662178	65662205	-
chr11	RELA	65661686	65661835	65661936	65662088	-
chr11	EFEMP2	65866844	65866934	65867020	65867079	-
chr11	YIF1A	66287811	66287916	66288080	66288292	-
chr11	PC	66954248	66954436	66957868	66957996	-
chr11	PC	66954248	66954436	66957739	66957996	-
chr11	PC	66952429	66952468	66957739	66957996	-
chr11	TMEM134	67464802	67464856	67465055	67465100	-
chr11	LTO1	69671748	69671819	69673215	69673321	-
chr11	SHANK2	70500569	70500599	70501922	70501931	-
chr11	SHANK2	70500569	70500596	70501922	70501931	-
chr11	NUMA1	72049418	72049539	72062588	72062686	-
chr11	NUMA1	72050661	72050833	72062588	72062686	-
chr11	NUMA1	72062588	72062686	72068104	72068231	-
chr11	NUMA1	72049418	72049539	72068104	72068231	-
chr11	NUMA1	72050661	72050833	72068104	72068231	-
chr11	NUMA1	72062588	72062686	72068495	72068617	-
chr11	NUMA1	72068104	72068231	72068495	72068617	-
chr11	NUMA1	72049418	72049539	72068495	72068617	-
chr11	NUMA1	72050661	72050833	72068495	72068617	-
chr11	NUMA1	72068078	72068231	72068495	72068617	-
chr11	NUMA1	72049418	72049539	72050661	72050833	-
chr11	NUMA1	72062588	72062686	72068078	72068231	-
chr11	NUMA1	72049418	72049539	72068078	72068231	-
chr11	NUMA1	72050661	72050833	72068078	72068231	-
chr11	PDE2A	72631077	72631139	72642253	72642326	-
chr11	STARD10	72755700	72755753	72757766	72757884	-
chr11	RAB6A	73718612	73718718	73718784	73718890	-
chr11	KCNE3	74462747	74462855	74464261	74464325	-
chr11	XRRA1	74940784	74940882	74945017	74945085	-
chr11	XRRA1	74851988	74852082	74906238	74906456	-
chr11	PAK1	77397026	77397158	77408153	77408232	-
chr11	CLNS1A	77625716	77625818	77629762	77629899	-
chr11	ALG8	78135229	78135347	78138709	78138767	-
chr11	KCTD21	78177738	78177985	78186680	78186816	-
chr11	RAB30	83034171	83034272	83060076	83060178	-
chr11	DLG2	83483252	83483298	83484128	83484228	-
chr11	SYTL2	85716346	85716428	85717044	85717140	-
chr11	CTSC	88309162	88309318	88312387	88312554	-
chr11	CTSC	88328111	88328196	88334936	88335082	-
chr11	CTSC	88327243	88327358	88327928	88328016	-
chr11	SESN3	95201236	95201355	95224451	95224484	-
chr11	MTMR2	95866402	95866486	95882373	95882496	-
chr11	MTMR2	95882373	95882496	95887611	95887684	-
chr11	MTMR2	95866383	95866486	95888155	95888261	-
chr11	MTMR2	95882373	95882496	95887325	95887373	-
chr11	MTMR2	95866402	95866486	95887325	95887373	-
chr11	MTMR2	95888155	95888261	95914241	95914312	-
chr11	MTMR2	95882373	95882496	95887611	95887759	-
chr11	MTMR2	95882373	95882496	95887611	95887684	-
chr11	CCDC82	96388694	96388829	96389364	96389523	-
chr11	PGR	101062446	101062752	101091759	101091876	-
chr11	MMP8	102722990	102723078	102723479	102723546	-
chr11	LINC02552	104572075	104572222	104572556	104572597	-
chr11	LINC02552	104572556	104572597	104595481	104595533	-
chr11	LINC02552	104572075	104572222	104595481	104595533	-
chr11	LINC02552	104572556	104572597	104607022	104607136	-
chr11	LINC02552	104572075	104572222	104607022	104607136	-
chr11	LINC02552	104595481	104595533	104607022	104607136	-
chr11	CASP5	105003273	105003383	105007082	105007334	-
chr11	PPP2R1B	111760818	111761051	111761118	111761291	-
chr11	AP001781.1	111769358	111769452	111770978	111771036	-
chr11	ALG9	111788440	111788569	111805093	111805315	-
chr11	ALG9	111798093	111798195	111805093	111805315	-
chr11	ALG9	111788440	111788569	111798093	111798195	-
chr11	ALG9	111853648	111853736	111857601	111857737	-
chr11	PCSK7	117207066	117207109	117207969	117208064	-
chr11	FXYD6	117840318	117840368	117841147	117841184	-
chr11	FXYD6	117844109	117844206	117858210	117858286	-
chr11	CD3D	118339774	118339906	118340374	118340593	-
chr11	SLC37A4	119027627	119027872	119028193	119028426	-
chr11	MIR100HG	122033313	122033462	122040216	122040249	-
chr11	MIR100HG	122066135	122066434	122067382	122067511	-
chr11	MIR100HG	122038026	122038243	122064179	122066434	-
chr11	MIR100HG	122189453	122189525	122202763	122202909	-
chr11	MIR100HG	122180335	122180398	122292283	122292403	-
chr11	MIR100HG	122293306	122293606	122384365	122384621	-
chr11	SCN3B	123638776	123638829	123641341	123641817	-
chr11	TMEM218	125110490	125110549	125110643	125110746	-
chr11	ETS1	128463508	128463627	128480400	128480451	-
chr11	KCNJ1	128850720	128850890	128866522	128866655	-
chr12	CACNA1C	2504435	2504539	2504841	2504945	+
chr12	CACNA1C	2597229	2597289	2597436	2597496	+
chr12	CACNA1C	2633628	2633712	2634296	2634380	+
chr12	CACNA1C	2680362	2680575	2681949	2682054	+
chr12	CACNA1C	2634296	2634380	2648474	2648507	+
chr12	TEAD4	2994737	2994992	3011003	3011068	+
chr12	TSPAN9	3083652	3083719	3201176	3201256	+
chr12	RAD51AP1	4545218	4545312	4545781	4545832	+
chr12	DYRK4	4573329	4573356	4580823	4580977	+
chr12	CD9	6200892	6200973	6205958	6206084	+
chr12	COPS7A	6725864	6725959	6727670	6727800	+
chr12	CD4	6798879	6799074	6799537	6799623	+
chr12	PEX5	7190361	7190524	7190887	7190923	+
chr12	CLEC4A	8125560	8125677	8135584	8135736	+
chr12	CLEC4A	8125560	8125677	8129263	8129362	+
chr12	AC092745.1	8322860	8323108	8323552	8323724	+
chr12	CLEC2D	9693033	9693115	9693824	9693948	+
chr12	KLRF1	9833302	9833452	9841811	9841951	+
chr12	KLRF1	9833302	9833452	9842320	9842433	+
chr12	KLRD1	10309387	10309480	10309625	10309688	+
chr12	LINC02366	10775864	10775984	10776511	10776801	+
chr12	BCL2L14	12068128	12068222	12072224	12072499	+
chr12	BCL2L14	12068128	12068222	12077705	12077978	+
chr12	BCL2L14	12072224	12072499	12077705	12077978	+
chr12	GPRC5D-AS1	12966758	12966857	12978940	12979021	+
chr12	PTPRO	15560192	15560276	15565592	15565628	+
chr12	DERA	15911690	15911753	15916116	15916316	+
chr12	SLCO1C1	20699551	20699705	20705948	20706081	+
chr12	AC022335.1	21089907	21089929	21119603	21119627	+
chr12	IAPP	21373641	21373733	21376322	21376364	+
chr12	GOLT1B	21506884	21506976	21508382	21508561	+
chr12	GOLT1B	21507116	21507151	21507943	21508109	+
chr12	SOX5-AS1	24227710	24227818	24230558	24230615	+
chr12	AC023796.1	24760129	24760194	24760615	24760783	+
chr12	ARNTL2	27370128	27370230	27376345	27376387	+
chr12	ARNTL2	27370167	27370230	27376345	27376387	+
chr12	FAR2	29270411	29270638	29293299	29293475	+
chr12	AC010198.2	30796982	30797210	30798144	30798315	+
chr12	FGD4	32576265	32576449	32581959	32582467	+
chr12	DNM1L	32737864	32737942	32738263	32738296	+
chr12	DNM1L	32705824	32705863	32706689	32706814	+
chr12	DNM1L	32708152	32708224	32710928	32711015	+
chr12	DNM1L	32710928	32711015	32713208	32713371	+
chr12	DNM1L	32707366	32707413	32708152	32708224	+
chr12	TMEM117	43944209	43944342	44143524	44143624	+
chr12	LINC02156	47405079	47405201	47415083	47415232	+
chr12	LINC02156	47408430	47408514	47415083	47415232	+
chr12	LINC02156	47405079	47405201	47408430	47408514	+
chr12	CACNB3	48824948	48824968	48825162	48825243	+
chr12	CACNB3	48823680	48823803	48824257	48824373	+
chr12	TUBA1C	49256396	49256511	49257883	49258001	+
chr12	SPATS2	49371227	49371290	49454224	49454385	+
chr12	SPATS2	49406472	49406565	49441729	49441816	+
chr12	SPATS2	49387053	49387137	49441729	49441816	+
chr12	SPATS2	49387053	49387137	49406472	49406565	+
chr12	SPATS2	49371227	49371290	49441729	49441816	+
chr12	SPATS2	49406472	49406565	49441729	49441816	+
chr12	SPATS2	49371227	49371290	49454224	49454385	+
chr12	SPATS2	49441729	49441816	49454224	49454385	+
chr12	SPATS2	49406472	49406565	49454224	49454385	+
chr12	SPATS2	49371227	49371290	49406472	49406565	+
chr12	TMBIM6	49743416	49743565	49744412	49744542	+
chr12	TMBIM6	49741956	49742280	49744412	49744542	+
chr12	TMBIM6	49741956	49742115	49744412	49744542	+
